Latitude (decimal degrees):	49.220
Longitude (decimal degrees):	-123.055
Elevation (m):	99
Radiation database:	PVGIS-NSRDB


Slope: 36 deg. (optimum)
Azimuth: 10 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20130115:1600,0.0,0.0,0.0,0.0,0.0,-0.23,1.03,0.0
20130115:1700,1.66,0.0,9.01,0.2,6.66,-0.13,1.03,0.0
20130115:1800,14.36,0.0,27.94,0.61,12.94,1.13,1.03,0.0
20130115:1900,50.63,0.0,71.21,1.55,17.35,1.3,0.97,0.0
20130115:2000,110.87,19.37,118.1,2.65,19.49,1.95,1.24,0.0
20130115:2100,124.82,30.23,122.23,2.76,19.12,2.06,1.31,0.0
20130115:2200,71.94,2.78,92.47,2.02,16.3,2.2,1.24,0.0
20130115:2300,27.97,0.0,45.07,0.98,11.3,2.21,1.31,0.0
20130116:0000,4.77,0.0,14.42,0.31,4.75,1.76,1.17,0.0
20130116:0100,0.0,0.0,0.0,0.0,0.0,1.22,0.97,0.0
20130116:0200,0.0,0.0,0.0,0.0,0.0,1.2,0.83,0.0
20130116:0300,0.0,0.0,0.0,0.0,0.0,0.61,0.97,0.0
20130116:0400,0.0,0.0,0.0,0.0,0.0,0.04,1.17,0.0
20130116:0500,0.0,0.0,0.0,0.0,0.0,-0.27,1.31,0.0
20130116:0600,0.0,0.0,0.0,0.0,0.0,-0.49,1.31,0.0
20130116:0700,0.0,0.0,0.0,0.0,0.0,0.28,0.9,0.0
20130116:0800,0.0,0.0,0.0,0.0,0.0,-0.31,1.1,0.0
20130116:0900,0.0,0.0,0.0,0.0,0.0,-0.96,1.31,0.0
20130116:1000,0.0,0.0,0.0,0.0,0.0,-1.25,1.31,0.0
20130116:1100,0.0,0.0,0.0,0.0,0.0,-1.23,1.24,0.0
20130116:1200,0.0,0.0,0.0,0.0,0.0,-1.15,1.03,0.0
20130116:1300,0.0,0.0,0.0,0.0,0.0,-1.32,1.1,0.0
20130116:1400,0.0,0.0,0.0,0.0,0.0,-1.46,1.17,0.0
20130116:1500,0.0,0.0,0.0,0.0,0.0,-1.4,1.17,0.0
20130116:1600,0.0,0.0,0.0,0.0,0.0,-1.24,1.03,0.0
20130116:1700,0.0,0.0,4.51,0.1,6.78,-0.25,0.76,0.0
20130116:1800,5.36,0.0,15.32,0.33,13.09,1.23,0.41,0.0
20130116:1900,23.55,0.0,39.66,0.86,17.52,1.8,0.28,0.0
20130116:2000,26.4,0.0,43.27,0.94,19.67,2.51,0.14,0.0
20130116:2100,34.64,0.0,53.18,1.16,19.32,2.84,0.34,0.0
20130116:2200,17.67,0.0,32.45,0.71,16.5,3.01,0.62,0.0
20130116:2300,5.31,0.0,15.32,0.33,11.5,2.91,0.69,0.0
20130117:0000,169.82,152.6,52.6,1.1,4.95,2.82,0.48,0.0
20130117:0100,0.0,0.0,0.0,0.0,0.0,2.29,0.48,0.0
20130117:0200,0.0,0.0,0.0,0.0,0.0,1.73,0.76,0.0
20130117:0300,0.0,0.0,0.0,0.0,0.0,1.07,0.97,0.0
20130117:0400,0.0,0.0,0.0,0.0,0.0,0.69,1.17,0.0
20130117:0500,0.0,0.0,0.0,0.0,0.0,0.68,1.17,0.0
20130117:0600,0.0,0.0,0.0,0.0,0.0,0.05,1.17,0.0
20130117:0700,0.0,0.0,0.0,0.0,0.0,0.2,1.17,0.0
20130117:0800,0.0,0.0,0.0,0.0,0.0,0.03,1.31,0.0
20130117:0900,0.0,0.0,0.0,0.0,0.0,0.03,1.38,0.0
20130117:1000,0.0,0.0,0.0,0.0,0.0,0.04,1.31,0.0
20130117:1100,0.0,0.0,0.0,0.0,0.0,0.11,1.31,0.0
20130117:1200,0.0,0.0,0.0,0.0,0.0,0.22,1.31,0.0
20130117:1300,0.0,0.0,0.0,0.0,0.0,0.23,1.38,0.0
20130117:1400,0.0,0.0,0.0,0.0,0.0,0.27,1.52,0.0
20130117:1500,0.0,0.0,0.0,0.0,0.0,0.02,1.59,0.0
20130117:1600,0.0,0.0,0.0,0.0,0.0,0.08,1.66,0.0
20130117:1700,47.79,24.33,44.63,1.0,6.9,0.88,1.52,0.0
20130117:1800,224.09,159.37,102.79,2.8,13.23,2.86,0.97,0.0
20130117:1900,542.68,520.64,122.21,5.63,17.68,3.55,0.0,0.0
20130117:2000,615.96,604.09,132.71,6.45,19.86,4.88,0.41,0.0
20130117:2100,388.17,287.84,161.88,4.66,19.52,5.35,0.9,0.0
20130117:2200,358.29,273.08,140.31,3.94,16.71,5.0,1.17,0.0
20130117:2300,442.28,399.89,112.71,3.45,11.71,4.55,1.24,0.0
20130118:0000,191.82,170.64,58.94,1.22,5.16,3.78,1.45,0.0
20130118:0100,0.0,0.0,0.0,0.0,0.0,2.59,1.66,0.0
20130118:0200,0.0,0.0,0.0,0.0,0.0,1.4,1.59,0.0
20130118:0300,0.0,0.0,0.0,0.0,0.0,2.22,1.31,0.0
20130118:0400,0.0,0.0,0.0,0.0,0.0,2.98,1.17,0.0
20130118:0500,0.0,0.0,0.0,0.0,0.0,2.36,1.24,0.0
20130118:0600,0.0,0.0,0.0,0.0,0.0,0.98,1.59,0.0
20130118:0700,0.0,0.0,0.0,0.0,0.0,-0.8,1.79,0.0
20130118:0800,0.0,0.0,0.0,0.0,0.0,-0.3,1.59,0.0
20130118:0900,0.0,0.0,0.0,0.0,0.0,0.19,1.52,0.0
20130118:1000,0.0,0.0,0.0,0.0,0.0,0.37,1.45,0.0
20130118:1100,0.0,0.0,0.0,0.0,0.0,0.44,1.45,0.0
20130118:1200,0.0,0.0,0.0,0.0,0.0,0.41,1.45,0.0
20130118:1300,0.0,0.0,0.0,0.0,0.0,0.36,1.45,0.0
20130118:1400,0.0,0.0,0.0,0.0,0.0,0.35,1.45,0.0
20130118:1500,0.0,0.0,0.0,0.0,0.0,0.51,1.45,0.0
20130118:1600,0.0,0.0,0.0,0.0,0.0,0.55,1.45,0.0
20130118:1700,10.97,0.0,23.44,0.51,7.04,1.5,1.03,0.0
20130118:1800,62.84,7.76,78.06,1.72,13.39,3.87,0.55,0.0
20130118:1900,98.43,16.74,108.59,2.43,17.86,3.86,0.21,0.0
20130118:2000,224.01,111.4,152.57,3.74,20.05,4.78,0.14,0.0
20130118:2100,284.65,172.35,159.22,4.08,19.72,5.21,0.55,0.0
20130118:2200,69.42,0.0,93.75,2.04,16.92,5.27,0.69,0.0
20130118:2300,45.79,0.0,66.7,1.45,11.92,5.04,0.69,0.0
20130119:0000,10.78,0.0,23.44,0.51,5.38,4.52,0.9,0.0
20130119:0100,0.0,0.0,0.0,0.0,0.0,3.26,1.17,0.0
20130119:0200,0.0,0.0,0.0,0.0,0.0,2.2,1.38,0.0
20130119:0300,0.0,0.0,0.0,0.0,0.0,1.64,1.45,0.0
20130119:0400,0.0,0.0,0.0,0.0,0.0,1.35,1.52,0.0
20130119:0500,0.0,0.0,0.0,0.0,0.0,1.09,1.59,0.0
20130119:0600,0.0,0.0,0.0,0.0,0.0,0.44,1.72,0.0
20130119:0700,0.0,0.0,0.0,0.0,0.0,2.23,1.03,0.0
20130119:0800,0.0,0.0,0.0,0.0,0.0,1.44,1.17,0.0
20130119:0900,0.0,0.0,0.0,0.0,0.0,1.4,1.1,0.0
20130119:1000,0.0,0.0,0.0,0.0,0.0,1.11,1.17,0.0
20130119:1100,0.0,0.0,0.0,0.0,0.0,0.94,1.24,0.0
20130119:1200,0.0,0.0,0.0,0.0,0.0,0.97,1.31,0.0
20130119:1300,0.0,0.0,0.0,0.0,0.0,0.8,1.52,0.0
20130119:1400,0.0,0.0,0.0,0.0,0.0,0.55,1.66,0.0
20130119:1500,0.0,0.0,0.0,0.0,0.0,-0.11,1.86,0.0
20130119:1600,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
20130119:1700,3.15,0.0,11.72,0.25,7.18,0.68,1.93,0.0
20130119:1800,18.4,0.0,33.35,0.73,13.55,2.92,1.66,0.0
20130119:1900,67.39,0.0,91.04,1.98,18.04,4.44,1.38,0.0
20130119:2000,86.28,2.35,110.37,2.41,20.25,5.76,1.1,0.0
20130119:2100,248.12,134.36,156.68,3.88,19.94,6.43,1.17,0.0
20130119:2200,237.43,142.01,136.62,3.37,17.14,6.23,1.31,0.0
20130119:2300,116.02,58.78,86.47,1.96,12.14,6.02,1.31,0.0
20130120:0000,21.03,5.48,31.61,0.69,5.6,5.5,1.38,0.0
20130120:0100,0.0,0.0,0.0,0.0,0.0,3.84,1.59,0.0
20130120:0200,0.0,0.0,0.0,0.0,0.0,2.03,1.86,0.0
20130120:0300,0.0,0.0,0.0,0.0,0.0,0.93,2.14,0.0
20130120:0400,0.0,0.0,0.0,0.0,0.0,0.47,2.28,0.0
20130120:0500,0.0,0.0,0.0,0.0,0.0,0.35,2.41,0.0
20130120:0600,0.0,0.0,0.0,0.0,0.0,0.17,2.41,0.0
20130120:0700,0.0,0.0,0.0,0.0,0.0,-0.35,2.34,0.0
20130120:0800,0.0,0.0,0.0,0.0,0.0,-0.47,2.34,0.0
20130120:0900,0.0,0.0,0.0,0.0,0.0,-0.47,2.14,0.0
20130120:1000,0.0,0.0,0.0,0.0,0.0,-0.54,2.07,0.0
20130120:1100,0.0,0.0,0.0,0.0,0.0,-0.55,2.0,0.0
20130120:1200,0.0,0.0,0.0,0.0,0.0,-0.62,2.0,0.0
20130120:1300,0.0,0.0,0.0,0.0,0.0,-0.43,2.0,0.0
20130120:1400,0.0,0.0,0.0,0.0,0.0,-0.08,1.93,0.0
20130120:1500,0.0,0.0,0.0,0.0,0.0,0.03,1.93,0.0
20130120:1600,0.0,0.0,0.0,0.0,0.0,-0.02,1.93,0.0
20130120:1700,7.79,0.0,18.93,0.41,7.32,0.84,1.86,0.0
20130120:1800,44.55,0.0,64.9,1.41,13.72,3.85,1.59,0.0
20130120:1900,45.1,0.0,65.8,1.43,18.23,4.88,1.45,0.0
20130120:2000,74.49,0.0,100.06,2.18,20.46,6.92,1.03,0.0
20130120:2100,103.96,14.54,118.96,2.65,20.16,8.14,0.97,0.0
20130120:2200,179.2,87.57,129.3,3.06,17.36,8.32,0.83,0.0
20130120:2300,54.9,6.44,71.59,1.57,12.37,8.05,0.9,0.0
20130121:0000,15.95,0.0,30.65,0.67,5.82,6.89,1.24,0.0
20130121:0100,0.0,0.0,0.0,0.0,0.0,3.93,1.79,0.0
20130121:0200,0.0,0.0,0.0,0.0,0.0,2.02,2.07,0.0
20130121:0300,0.0,0.0,0.0,0.0,0.0,1.14,2.21,0.0
20130121:0400,0.0,0.0,0.0,0.0,0.0,0.47,2.34,0.0
20130121:0500,0.0,0.0,0.0,0.0,0.0,-0.09,2.41,0.0
20130121:0600,0.0,0.0,0.0,0.0,0.0,-0.42,2.41,0.0
20130121:0700,0.0,0.0,0.0,0.0,0.0,-0.57,2.48,0.0
20130121:0800,0.0,0.0,0.0,0.0,0.0,-0.41,2.21,0.0
20130121:0900,0.0,0.0,0.0,0.0,0.0,-0.46,2.07,0.0
20130121:1000,0.0,0.0,0.0,0.0,0.0,-0.6,2.14,0.0
20130121:1100,0.0,0.0,0.0,0.0,0.0,0.25,1.86,0.0
20130121:1200,0.0,0.0,0.0,0.0,0.0,1.2,1.52,0.0
20130121:1300,0.0,0.0,0.0,0.0,0.0,1.26,1.52,0.0
20130121:1400,0.0,0.0,0.0,0.0,0.0,1.01,1.66,0.0
20130121:1500,0.0,0.0,0.0,0.0,0.0,1.17,1.52,0.0
20130121:1600,0.0,0.0,0.0,0.0,0.0,1.61,1.31,0.0
20130121:1700,222.07,193.37,75.09,2.04,7.48,2.48,1.1,0.0
20130121:1800,51.32,0.0,73.01,1.59,13.89,4.73,0.55,0.0
20130121:1900,112.66,25.66,115.7,2.63,18.43,4.9,0.55,0.0
20130121:2000,60.29,0.0,83.83,1.82,20.67,6.33,0.21,0.0
20130121:2100,108.48,16.83,121.19,2.7,20.38,6.84,0.34,0.0
20130121:2200,46.93,0.0,68.51,1.49,17.59,6.9,0.9,0.0
20130121:2300,29.71,0.0,47.77,1.04,12.6,5.65,1.31,0.0
20130122:0000,242.59,210.08,80.07,1.55,6.05,5.44,0.21,0.0
20130122:0100,0.0,0.0,0.0,0.0,0.0,4.83,0.76,0.0
20130122:0200,0.0,0.0,0.0,0.0,0.0,4.16,0.97,0.0
20130122:0300,0.0,0.0,0.0,0.0,0.0,2.93,1.31,0.0
20130122:0400,0.0,0.0,0.0,0.0,0.0,2.38,1.31,0.0
20130122:0500,0.0,0.0,0.0,0.0,0.0,1.31,1.45,0.0
20130122:0600,0.0,0.0,0.0,0.0,0.0,-0.58,1.93,0.0
20130122:0700,0.0,0.0,0.0,0.0,0.0,0.0,1.66,0.0
20130122:0800,0.0,0.0,0.0,0.0,0.0,0.32,1.45,0.0
20130122:0900,0.0,0.0,0.0,0.0,0.0,1.85,0.76,0.0
20130122:1000,0.0,0.0,0.0,0.0,0.0,1.1,1.31,0.0
20130122:1100,0.0,0.0,0.0,0.0,0.0,-0.85,1.93,0.0
20130122:1200,0.0,0.0,0.0,0.0,0.0,-0.42,1.79,0.0
20130122:1300,0.0,0.0,0.0,0.0,0.0,0.89,1.38,0.0
20130122:1400,0.0,0.0,0.0,0.0,0.0,0.99,1.45,0.0
20130122:1500,0.0,0.0,0.0,0.0,0.0,-0.93,2.0,0.0
20130122:1600,0.0,0.0,0.0,0.0,0.0,0.37,1.66,0.0
20130122:1700,35.7,9.48,45.13,1.0,7.64,1.96,1.38,0.0
20130122:1800,228.43,158.61,108.97,3.0,14.07,3.67,1.1,0.0
20130122:1900,111.46,23.13,117.04,2.65,18.63,5.21,0.76,0.0
20130122:2000,46.98,0.0,68.51,1.49,20.89,6.63,0.69,0.0
20130122:2100,363.72,255.11,170.5,4.76,20.62,7.25,0.76,0.0
20130122:2200,29.46,0.0,47.77,1.04,17.83,7.21,0.97,0.0
20130122:2300,88.39,31.28,84.08,1.88,12.83,6.88,0.83,0.0
20130123:0000,0.0,0.0,5.41,0.12,6.28,6.36,0.34,0.0
20130123:0100,0.0,0.0,0.0,0.0,0.0,5.72,0.48,0.0
20130123:0200,0.0,0.0,0.0,0.0,0.0,4.87,0.9,0.0
20130123:0300,0.0,0.0,0.0,0.0,0.0,2.27,1.59,0.0
20130123:0400,0.0,0.0,0.0,0.0,0.0,1.26,2.0,0.0
20130123:0500,0.0,0.0,0.0,0.0,0.0,2.31,1.45,0.0
20130123:0600,0.0,0.0,0.0,0.0,0.0,2.04,1.79,0.0
20130123:0700,0.0,0.0,0.0,0.0,0.0,2.92,1.38,0.0
20130123:0800,0.0,0.0,0.0,0.0,0.0,3.51,1.24,0.0
20130123:0900,0.0,0.0,0.0,0.0,0.0,2.7,1.93,0.0
20130123:1000,0.0,0.0,0.0,0.0,0.0,2.77,2.07,0.0
20130123:1100,0.0,0.0,0.0,0.0,0.0,2.81,1.59,0.0
20130123:1200,0.0,0.0,0.0,0.0,0.0,2.75,1.52,0.0
20130123:1300,0.0,0.0,0.0,0.0,0.0,3.16,1.24,0.0
20130123:1400,0.0,0.0,0.0,0.0,0.0,3.34,1.1,0.0
20130123:1500,0.0,0.0,0.0,0.0,0.0,3.57,1.1,0.0
20130123:1600,0.0,0.0,0.0,0.0,0.0,2.34,1.93,0.0
20130123:1700,17.02,0.0,31.55,0.69,7.8,2.71,2.21,0.0
20130123:1800,18.49,0.0,33.35,0.73,14.26,2.05,1.86,0.0
20130123:1900,79.28,0.0,103.66,2.25,18.84,2.89,1.52,0.0
20130123:2000,8.94,0.0,20.73,0.45,21.12,3.14,1.86,0.0
20130123:2100,15.58,0.0,29.75,0.65,20.85,3.28,2.28,0.0
20130123:2200,19.04,0.0,34.25,0.74,18.07,3.71,2.76,0.0
20130123:2300,10.21,0.0,22.54,0.49,13.07,3.33,2.9,0.0
20130124:0000,0.0,0.0,0.9,0.02,6.51,3.0,3.17,0.0
20130124:0100,0.0,0.0,0.0,0.0,0.0,2.93,3.03,0.0
20130124:0200,0.0,0.0,0.0,0.0,0.0,2.94,2.83,0.0
20130124:0300,0.0,0.0,0.0,0.0,0.0,2.97,2.41,0.0
20130124:0400,0.0,0.0,0.0,0.0,0.0,2.97,1.93,0.0
20130124:0500,0.0,0.0,0.0,0.0,0.0,2.78,1.59,0.0
20130124:0600,0.0,0.0,0.0,0.0,0.0,2.42,1.17,0.0
20130124:0700,0.0,0.0,0.0,0.0,0.0,2.57,1.03,0.0
20130124:0800,0.0,0.0,0.0,0.0,0.0,2.26,0.97,0.0
20130124:0900,0.0,0.0,0.0,0.0,0.0,2.03,0.9,0.0
20130124:1000,0.0,0.0,0.0,0.0,0.0,1.76,0.97,0.0
20130124:1100,0.0,0.0,0.0,0.0,0.0,1.37,1.17,0.0
20130124:1200,0.0,0.0,0.0,0.0,0.0,1.41,0.97,0.0
20130124:1300,0.0,0.0,0.0,0.0,0.0,0.13,1.93,0.0
20130124:1400,0.0,0.0,0.0,0.0,0.0,0.09,2.0,0.0
20130124:1500,0.0,0.0,0.0,0.0,0.0,-0.01,2.0,0.0
20130124:1600,0.0,0.0,0.0,0.0,0.0,0.57,2.55,0.0
20130124:1700,0.36,0.0,6.31,0.14,7.98,1.91,2.83,0.0
20130124:1800,110.74,41.2,96.3,2.25,14.46,2.74,3.1,0.0
20130124:1900,82.26,2.27,104.95,2.29,19.06,4.08,2.83,0.0
20130124:2000,156.58,42.98,144.61,3.33,21.35,4.6,3.72,0.0
20130124:2100,62.64,0.0,85.63,1.86,21.1,4.92,4.07,0.0
20130124:2200,27.59,0.0,45.07,0.98,18.32,5.14,2.9,0.0
20130124:2300,26.16,0.0,43.27,0.94,13.31,4.75,2.48,0.0
20130125:0000,0.74,0.0,7.21,0.16,6.75,4.05,2.76,0.0
20130125:0100,0.0,0.0,0.0,0.0,0.0,3.57,3.45,0.0
20130125:0200,0.0,0.0,0.0,0.0,0.0,3.32,4.0,0.0
20130125:0300,0.0,0.0,0.0,0.0,0.0,3.18,3.93,0.0
20130125:0400,0.0,0.0,0.0,0.0,0.0,3.07,3.86,0.0
20130125:0500,0.0,0.0,0.0,0.0,0.0,3.07,3.86,0.0
20130125:0600,0.0,0.0,0.0,0.0,0.0,3.14,4.07,0.0
20130125:0700,0.0,0.0,0.0,0.0,0.0,3.42,4.0,0.0
20130125:0800,0.0,0.0,0.0,0.0,0.0,3.56,3.93,0.0
20130125:0900,0.0,0.0,0.0,0.0,0.0,3.68,3.79,0.0
20130125:1000,0.0,0.0,0.0,0.0,0.0,3.72,3.72,0.0
20130125:1100,0.0,0.0,0.0,0.0,0.0,3.64,3.79,0.0
20130125:1200,0.0,0.0,0.0,0.0,0.0,3.51,3.59,0.0
20130125:1300,0.0,0.0,0.0,0.0,0.0,3.41,3.38,0.0
20130125:1400,0.0,0.0,0.0,0.0,0.0,3.5,3.31,0.0
20130125:1500,0.0,0.0,0.0,0.0,0.0,3.42,3.17,0.0
20130125:1600,0.0,0.0,0.0,0.0,0.0,3.63,2.83,0.0
20130125:1700,219.04,193.45,71.38,2.14,8.15,3.79,2.41,0.0
20130125:1800,428.22,390.51,103.44,4.43,14.66,4.61,2.14,0.0
20130125:1900,574.44,542.95,121.29,6.15,19.28,5.62,2.69,0.0
20130125:2000,651.8,632.74,130.28,7.04,21.59,6.48,2.62,0.0
20130125:2100,310.1,186.01,173.3,4.53,21.35,7.05,2.34,0.0
20130125:2200,602.74,580.93,129.15,5.92,18.57,7.47,2.07,0.0
20130125:2300,474.62,437.54,114.93,4.06,13.55,6.42,1.79,0.0
20130126:0000,251.86,221.42,77.08,1.72,6.99,6.09,1.59,0.0
20130126:0100,0.0,0.0,0.0,0.0,0.0,5.06,2.28,0.0
20130126:0200,0.0,0.0,0.0,0.0,0.0,3.96,2.48,0.0
20130126:0300,0.0,0.0,0.0,0.0,0.0,4.12,2.34,0.0
20130126:0400,0.0,0.0,0.0,0.0,0.0,3.64,2.34,0.0
20130126:0500,0.0,0.0,0.0,0.0,0.0,3.77,2.55,0.0
20130126:0600,0.0,0.0,0.0,0.0,0.0,3.57,2.62,0.0
20130126:0700,0.0,0.0,0.0,0.0,0.0,3.95,2.97,0.0
20130126:0800,0.0,0.0,0.0,0.0,0.0,3.87,3.17,0.0
20130126:0900,0.0,0.0,0.0,0.0,0.0,3.8,3.24,0.0
20130126:1000,0.0,0.0,0.0,0.0,0.0,3.37,3.31,0.0
20130126:1100,0.0,0.0,0.0,0.0,0.0,3.53,3.31,0.0
20130126:1200,0.0,0.0,0.0,0.0,0.0,3.51,3.31,0.0
20130126:1300,0.0,0.0,0.0,0.0,0.0,3.56,3.17,0.0
20130126:1400,0.0,0.0,0.0,0.0,0.0,3.56,3.17,0.0
20130126:1500,0.0,0.0,0.0,0.0,0.0,3.28,3.1,0.0
20130126:1600,0.0,0.0,0.0,0.0,0.0,3.17,3.17,0.0
20130126:1700,19.1,0.0,34.25,0.74,8.34,3.23,3.24,0.0
20130126:1800,56.63,0.0,78.42,1.71,14.86,3.34,3.03,0.0
20130126:1900,4.71,0.0,14.42,0.31,19.51,3.9,2.97,0.0
20130126:2000,30.76,0.0,48.68,1.06,21.84,3.85,2.48,0.0
20130126:2100,120.43,18.44,130.5,2.92,21.6,4.12,2.0,0.0
20130126:2200,141.82,45.01,127.21,2.92,18.82,4.33,1.52,0.0
20130126:2300,24.0,0.0,40.56,0.88,13.8,4.19,1.03,0.0
20130127:0000,0.74,0.0,7.21,0.16,7.24,4.02,0.28,0.0
20130127:0100,0.0,0.0,0.0,0.0,0.0,3.74,0.28,0.0
20130127:0200,0.0,0.0,0.0,0.0,0.0,3.17,0.69,0.0
20130127:0300,0.0,0.0,0.0,0.0,0.0,2.67,0.9,0.0
20130127:0400,0.0,0.0,0.0,0.0,0.0,2.56,0.97,0.0
20130127:0500,0.0,0.0,0.0,0.0,0.0,2.36,0.83,0.0
20130127:0600,0.0,0.0,0.0,0.0,0.0,2.96,0.48,0.0
20130127:0700,0.0,0.0,0.0,0.0,0.0,3.58,0.28,0.0
20130127:0800,0.0,0.0,0.0,0.0,0.0,3.39,0.48,0.0
20130127:0900,0.0,0.0,0.0,0.0,0.0,3.42,0.28,0.0
20130127:1000,0.0,0.0,0.0,0.0,0.0,3.36,0.41,0.0
20130127:1100,0.0,0.0,0.0,0.0,0.0,2.16,0.9,0.0
20130127:1200,0.0,0.0,0.0,0.0,0.0,2.12,0.9,0.0
20130127:1300,0.0,0.0,0.0,0.0,0.0,2.85,0.69,0.0
20130127:1400,0.0,0.0,0.0,0.0,0.0,1.69,0.9,0.0
20130127:1500,0.0,0.0,0.0,0.0,0.0,1.44,1.1,0.0
20130127:1600,0.0,0.0,0.0,0.0,0.0,1.45,1.24,0.0
20130127:1700,22.82,0.0,38.76,0.84,8.53,1.96,1.52,0.0
20130127:1800,56.52,0.0,78.42,1.71,15.07,3.51,2.07,0.0
20130127:1900,44.59,0.0,64.9,1.41,19.74,3.88,2.55,0.0
20130127:2000,61.15,0.0,83.83,1.82,22.09,4.18,2.48,0.0
20130127:2100,60.33,0.0,82.93,1.8,21.86,4.26,2.48,0.0
20130127:2200,49.96,0.0,71.21,1.55,19.08,4.46,2.62,0.0
20130127:2300,16.86,0.0,31.55,0.69,14.06,4.48,2.55,0.0
20130128:0000,7.03,0.0,18.03,0.39,7.49,4.3,2.07,0.0
20130128:0100,0.0,0.0,0.0,0.0,0.0,4.08,1.79,0.0
20130128:0200,0.0,0.0,0.0,0.0,0.0,3.65,1.66,0.0
20130128:0300,0.0,0.0,0.0,0.0,0.0,3.08,1.38,0.0
20130128:0400,0.0,0.0,0.0,0.0,0.0,2.87,0.97,0.0
20130128:0500,0.0,0.0,0.0,0.0,0.0,2.54,0.69,0.0
20130128:0600,0.0,0.0,0.0,0.0,0.0,2.46,0.62,0.0
20130128:0700,0.0,0.0,0.0,0.0,0.0,1.7,1.1,0.0
20130128:0800,0.0,0.0,0.0,0.0,0.0,1.21,1.45,0.0
20130128:0900,0.0,0.0,0.0,0.0,0.0,1.01,2.14,0.0
20130128:1000,0.0,0.0,0.0,0.0,0.0,1.33,2.55,0.0
20130128:1100,0.0,0.0,0.0,0.0,0.0,1.85,3.1,0.0
20130128:1200,0.0,0.0,0.0,0.0,0.0,2.31,3.31,0.0
20130128:1300,0.0,0.0,0.0,0.0,0.0,2.92,3.31,0.0
20130128:1400,0.0,0.0,0.0,0.0,0.0,2.91,3.17,0.0
20130128:1500,0.0,0.0,0.0,0.0,0.0,2.88,3.17,0.0
20130128:1600,0.0,0.0,0.0,0.0,0.0,2.81,2.97,0.0
20130128:1700,2.09,0.0,9.92,0.22,8.73,3.05,2.83,0.0
20130128:1800,6.47,0.0,17.13,0.37,15.29,3.48,2.69,0.0
20130128:1900,12.79,0.0,26.14,0.57,19.98,4.14,2.28,0.0
20130128:2000,21.81,0.0,37.86,0.82,22.34,4.51,1.86,0.0
20130128:2100,19.67,0.0,35.15,0.76,22.13,4.41,1.38,0.0
20130128:2200,24.01,0.0,40.56,0.88,19.35,4.19,1.24,0.0
20130128:2300,11.45,0.0,24.34,0.53,14.32,4.23,0.83,0.0
20130129:0000,1.16,0.0,8.11,0.18,7.74,4.14,0.9,0.0
20130129:0100,0.0,0.0,0.0,0.0,0.0,3.48,1.31,0.0
20130129:0200,0.0,0.0,0.0,0.0,0.0,2.82,1.59,0.0
20130129:0300,0.0,0.0,0.0,0.0,0.0,2.39,1.79,0.0
20130129:0400,0.0,0.0,0.0,0.0,0.0,2.2,2.0,0.0
20130129:0500,0.0,0.0,0.0,0.0,0.0,2.28,2.21,0.0
20130129:0600,0.0,0.0,0.0,0.0,0.0,2.39,2.34,0.0
20130129:0700,0.0,0.0,0.0,0.0,0.0,2.66,2.55,0.0
20130129:0800,0.0,0.0,0.0,0.0,0.0,2.87,2.41,0.0
20130129:0900,0.0,0.0,0.0,0.0,0.0,2.89,2.41,0.0
20130129:1000,0.0,0.0,0.0,0.0,0.0,2.75,2.28,0.0
20130129:1100,0.0,0.0,0.0,0.0,0.0,2.77,2.14,0.0
20130129:1200,0.0,0.0,0.0,0.0,0.0,2.54,2.21,0.0
20130129:1300,0.0,0.0,0.0,0.0,0.0,2.34,1.93,0.0
20130129:1400,0.0,0.0,0.0,0.0,0.0,2.12,1.79,0.0
20130129:1500,0.0,0.0,0.0,0.0,0.0,1.76,1.59,0.0
20130129:1600,0.0,0.0,2.54,0.06,0.95,2.21,1.1,0.0
20130129:1700,18.4,0.0,33.35,0.73,8.93,2.84,0.9,0.0
20130129:1800,40.58,0.0,60.39,1.31,15.52,4.05,0.62,0.0
20130129:1900,90.15,4.34,112.5,2.47,20.22,5.4,1.03,0.0
20130129:2000,59.08,0.0,82.03,1.78,22.61,5.54,1.45,0.0
20130129:2100,44.15,0.0,64.9,1.41,22.4,5.68,1.52,0.0
20130129:2200,26.0,0.0,43.27,0.94,19.62,5.83,1.66,0.0
20130129:2300,10.7,0.0,23.44,0.51,14.58,5.91,1.38,0.0
20130130:0000,2.05,0.0,9.92,0.22,7.99,5.79,0.76,0.0
20130130:0100,0.0,0.0,0.0,0.0,0.0,5.12,0.62,0.0
20130130:0200,0.0,0.0,0.0,0.0,0.0,4.67,0.76,0.0
20130130:0300,0.0,0.0,0.0,0.0,0.0,4.15,1.17,0.0
20130130:0400,0.0,0.0,0.0,0.0,0.0,4.08,1.17,0.0
20130130:0500,0.0,0.0,0.0,0.0,0.0,4.28,1.03,0.0
20130130:0600,0.0,0.0,0.0,0.0,0.0,4.69,0.76,0.0
20130130:0700,0.0,0.0,0.0,0.0,0.0,4.39,0.69,0.0
20130130:0800,0.0,0.0,0.0,0.0,0.0,5.38,0.55,0.0
